sample_id,true_serotype,true_serogroup,dataset,benchmark
ERR1438802,9V,9,Testing,UK benchmark
ERR1439515,8,8,Testing,UK benchmark
ERR1439437,9V,9,Testing,UK benchmark
ERR1439410,11A,11,Testing,UK benchmark
ERR1439967,23B,23,Testing,UK benchmark
ERR1439985,7F,7,Testing,UK benchmark
ERR1439328,23F,23,Testing,UK benchmark
ERR1439962,3,3,Testing,UK benchmark
ERR1438818,28A,28,Testing,UK benchmark
ERR1439423,15A,15,Testing,UK benchmark
ERR1439717,18C,18,Testing,UK benchmark
ERR1438806,12F,12,Testing,UK benchmark
ERR1440421,10A,10,Testing,UK benchmark
ERR1440333,29,29,Testing,UK benchmark
ERR1439822,17F,17,Testing,UK benchmark
ERR1439932,38,38,Testing,UK benchmark
ERR1440412,23A,23,Testing,UK benchmark
ERR1439334,12F,12,Testing,UK benchmark
ERR1439100,6B,6,Testing,UK benchmark
ERR1440362,17F,17,Testing,UK benchmark
ERR1439554,9V,9,Testing,UK benchmark
ERR1439623,14,14,Testing,UK benchmark
ERR1439711,9V,9,Testing,UK benchmark
ERR1439058,15A,15,Testing,UK benchmark
ERR1438841,9N,9,Testing,UK benchmark
ERR1440526,24F,24,Testing,UK benchmark
ERR1440459,16F,16,Testing,UK benchmark
ERR1440627,5,5,Testing,UK benchmark
ERR1439928,8,8,Testing,UK benchmark
ERR1440515,17F,17,Testing,UK benchmark
ERR1439521,1,1,Testing,UK benchmark
ERR1440273,8,8,Testing,UK benchmark
ERR1438927,7F,7,Testing,UK benchmark
ERR1440445,31,31,Testing,UK benchmark
ERR1439992,11A,11,Testing,UK benchmark
ERR1438905,19A,19,Testing,UK benchmark
ERR1440179,10A,10,Testing,UK benchmark
ERR1440641,6A,6,Testing,UK benchmark
ERR1439578,37,37,Testing,UK benchmark
ERR1438855,19A,19,Testing,UK benchmark
ERR1440389,19F,19,Testing,UK benchmark
ERR1440635,15C,15,Testing,UK benchmark
ERR1439435,23A,23,Testing,UK benchmark
ERR1438862,6A,6,Testing,UK benchmark
ERR1440385,35F,35,Testing,UK benchmark
ERR1440676,18C,18,Testing,UK benchmark
ERR1439469,15A,15,Testing,UK benchmark
ERR1438951,19A,19,Testing,UK benchmark
ERR1439148,18C,18,Testing,UK benchmark
ERR1438836,12F,12,Testing,UK benchmark
ERR1439848,10B,10,Testing,UK benchmark
ERR1438859,9N,9,Testing,UK benchmark
ERR1440072,12F,12,Testing,UK benchmark
ERR1439618,6B,6,Testing,UK benchmark
ERR1439885,13,13,Testing,UK benchmark
ERR1439461,18A,18,Testing,UK benchmark
ERR1440434,11A,11,Testing,UK benchmark
ERR1440124,7F,7,Testing,UK benchmark
ERR1440365,20,20,Testing,UK benchmark
ERR1439694,6A,6,Testing,UK benchmark
ERR1439872,37,37,Testing,UK benchmark
ERR1440427,38,38,Testing,UK benchmark
ERR1440308,14,14,Testing,UK benchmark
ERR1439123,15A,15,Testing,UK benchmark
ERR1440486,11A,11,Testing,UK benchmark
ERR1439878,5,5,Testing,UK benchmark
ERR1439135,15A,15,Testing,UK benchmark
ERR1440539,19F,19,Testing,UK benchmark
ERR1438850,19A,19,Testing,UK benchmark
ERR1440091,23B,23,Testing,UK benchmark
ERR1439200,4,4,Testing,UK benchmark
ERR1440141,23A,23,Testing,UK benchmark
ERR1439120,15A,15,Testing,UK benchmark
ERR1440109,17F,17,Testing,UK benchmark
ERR1439453,9V,9,Testing,UK benchmark
ERR1439352,33F,33,Testing,UK benchmark
ERR1439593,35B,35,Testing,UK benchmark
ERR1440098,23A,23,Testing,UK benchmark
ERR1440599,14,14,Testing,UK benchmark
ERR1438918,15A,15,Testing,UK benchmark
ERR1439049,19A,19,Testing,UK benchmark
ERR1439411,19A,19,Testing,UK benchmark
ERR1440611,15C,15,Testing,UK benchmark
ERR1439577,11B,11,Testing,UK benchmark
ERR1439925,15A,15,Testing,UK benchmark
ERR1440563,7F,7,Testing,UK benchmark
ERR1440162,8,8,Testing,UK benchmark
ERR1439732,4,4,Testing,UK benchmark
ERR1440401,11A,11,Testing,UK benchmark
ERR1439821,34,34,Testing,UK benchmark
ERR1439866,19A,19,Testing,UK benchmark
ERR1440206,20,20,Testing,UK benchmark
ERR1438860,6D,6,Testing,UK benchmark
ERR1440265,12F,12,Testing,UK benchmark
ERR1439024,35B,35,Testing,UK benchmark
ERR1439548,9N,9,Testing,UK benchmark
ERR1440061,12F,12,Testing,UK benchmark
ERR1440351,19F,19,Testing,UK benchmark
ERR1440448,33F,33,Testing,UK benchmark
ERR1439543,8,8,Testing,UK benchmark
ERR1440525,33F,33,Testing,UK benchmark
ERR1439216,19A,19,Testing,UK benchmark
ERR1440019,21,21,Testing,UK benchmark
ERR1440414,6B,6,Testing,UK benchmark
ERR1439933,8,8,Testing,UK benchmark
ERR1440644,23B,23,Testing,UK benchmark
ERR1440048,12F,12,Testing,UK benchmark
ERR1438842,19A,19,Testing,UK benchmark
ERR1440104,16F,16,Testing,UK benchmark
ERR1440190,15A,15,Testing,UK benchmark
ERR1440059,7F,7,Testing,UK benchmark
ERR1440235,27,27,Testing,UK benchmark
ERR1439910,35B,35,Testing,UK benchmark
ERR1438941,6C,6,Testing,UK benchmark
ERR1439687,3,3,Testing,UK benchmark
ERR1439771,19A,19,Testing,UK benchmark
ERR1440508,31,31,Testing,UK benchmark
ERR1440592,9N,9,Testing,UK benchmark
ERR1438892,3,3,Testing,UK benchmark
ERR1439988,7F,7,Testing,UK benchmark
ERR1439034,19A,19,Testing,UK benchmark
ERR1439704,4,4,Testing,UK benchmark
ERR1440279,33F,33,Testing,UK benchmark
ERR1439706,9V,9,Testing,UK benchmark
ERR1439986,19A,19,Testing,UK benchmark
ERR1440274,10F,10,Testing,UK benchmark
ERR1439225,15A,15,Testing,UK benchmark
ERR1439070,15A,15,Testing,UK benchmark
ERR1439818,17F,17,Testing,UK benchmark
ERR1439746,19A,19,Testing,UK benchmark
ERR1439174,15C,15,Testing,UK benchmark
ERR1440243,9N,9,Testing,UK benchmark
ERR1439427,16F,16,Testing,UK benchmark
ERR1439088,19A,19,Testing,UK benchmark
ERR1439509,6C,6,Testing,UK benchmark
ERR1439930,16F,16,Testing,UK benchmark
ERR1439415,15A,15,Testing,UK benchmark
ERR1440041,8,8,Testing,UK benchmark
ERR1439113,15A,15,Testing,UK benchmark
ERR1439032,35B,35,Testing,UK benchmark
ERR1440490,17F,17,Testing,UK benchmark
ERR1440084,6C,6,Testing,UK benchmark
ERR1440275,9L,9,Testing,UK benchmark
ERR1439238,15A,15,Testing,UK benchmark
ERR1439442,15A,15,Testing,UK benchmark
ERR1440181,8,8,Testing,UK benchmark
ERR1438812,18B,18,Testing,UK benchmark
ERR1439438,15B,15,Testing,UK benchmark
ERR1440236,12F,12,Testing,UK benchmark
ERR1440220,15A,15,Testing,UK benchmark
ERR1440547,9N,9,Testing,UK benchmark
ERR1440177,31,31,Testing,UK benchmark
ERR1439452,35B,35,Testing,UK benchmark
ERR1440321,20,20,Testing,UK benchmark
ERR1440037,8,8,Testing,UK benchmark
ERR1440106,19A,19,Testing,UK benchmark
ERR1439387,15B,15,Testing,UK benchmark
ERR1439271,15A,15,Testing,UK benchmark
ERR1439682,9V,9,Testing,UK benchmark
ERR1439697,19A,19,Testing,UK benchmark
ERR1440361,19F,19,Testing,UK benchmark
ERR1440523,33F,33,Testing,UK benchmark
ERR1438921,19A,19,Testing,UK benchmark
ERR1439638,33B,33,Testing,UK benchmark
ERR1440680,13,13,Testing,UK benchmark
ERR1439425,19A,19,Testing,UK benchmark
ERR1439052,15A,15,Testing,UK benchmark
ERR1439082,15A,15,Testing,UK benchmark
ERR1439069,15A,15,Testing,UK benchmark
ERR1439654,23F,23,Testing,UK benchmark
ERR1439919,7F,7,Testing,UK benchmark
ERR1439606,14,14,Testing,UK benchmark
ERR1439475,12F,12,Testing,UK benchmark
ERR1440328,17F,17,Testing,UK benchmark
ERR1439140,19A,19,Testing,UK benchmark
ERR1439329,7C,7,Testing,UK benchmark
ERR1439351,15B,15,Testing,UK benchmark
ERR1439294,4,4,Testing,UK benchmark
ERR1439483,19A,19,Testing,UK benchmark
ERR1439591,12B,12,Testing,UK benchmark
ERR1439184,11A,11,Testing,UK benchmark
ERR1439952,12F,12,Testing,UK benchmark
ERR1439128,19A,19,Testing,UK benchmark
ERR1439847,14,14,Testing,UK benchmark
ERR1440550,10A,10,Testing,UK benchmark
ERR1438997,29,29,Testing,UK benchmark
ERR1440372,31,31,Testing,UK benchmark
ERR1438885,19A,19,Testing,UK benchmark
ERR1439621,6A,6,Testing,UK benchmark
ERR1439898,16F,16,Testing,UK benchmark
ERR1439248,15A,15,Testing,UK benchmark
ERR1438958,19A,19,Testing,UK benchmark
ERR1440471,27,27,Testing,UK benchmark
ERR1439512,1,1,Testing,UK benchmark
ERR1439555,6B,6,Testing,UK benchmark
ERR1438888,1,1,Testing,UK benchmark
ERR1440303,9V,9,Testing,UK benchmark
ERR1439139,15A,15,Testing,UK benchmark
ERR1439093,15A,15,Testing,UK benchmark
ERR1438988,41A,41,Testing,UK benchmark
ERR1440326,17F,17,Testing,UK benchmark
ERR1439987,3,3,Testing,UK benchmark
ERR1438910,11A,11,Testing,UK benchmark
ERR1439800,6A,6,Testing,UK benchmark
ERR1438829,19A,19,Testing,UK benchmark
ERR1439037,17F,17,Testing,UK benchmark
ERR1439255,19A,19,Testing,UK benchmark
ERR1439403,15A,15,Testing,UK benchmark
ERR1439348,15A,15,Testing,UK benchmark
ERR1440112,35B,35,Testing,UK benchmark
ERR1439664,19A,19,Testing,UK benchmark
ERR1439589,4,4,Testing,UK benchmark
ERR1439927,33F,33,Testing,UK benchmark
ERR1439011,15A,15,Testing,UK benchmark
ERR1440422,10F,10,Testing,UK benchmark
ERR1439217,27,27,Testing,UK benchmark
ERR1440247,14,14,Testing,UK benchmark
ERR1439301,15A,15,Testing,UK benchmark
ERR1439375,6C,6,Testing,UK benchmark
ERR1440552,33F,33,Testing,UK benchmark
ERR1440355,31,31,Testing,UK benchmark
ERR1440165,23A,23,Testing,UK benchmark
ERR1439098,19A,19,Testing,UK benchmark
ERR1440046,19F,19,Testing,UK benchmark
ERR1439507,24F,24,Testing,UK benchmark
ERR1440234,20,20,Testing,UK benchmark
ERR1440343,4,4,Testing,UK benchmark
ERR1439457,23F,23,Testing,UK benchmark
ERR1440400,10A,10,Testing,UK benchmark
ERR1439060,15A,15,Testing,UK benchmark
ERR1439527,35F,35,Testing,UK benchmark
ERR1439172,15A,15,Testing,UK benchmark
ERR1440231,10B,10,Testing,UK benchmark
ERR1439693,19A,19,Testing,UK benchmark
ERR1440559,33F,33,Testing,UK benchmark
ERR1440666,13,13,Testing,UK benchmark
ERR1440036,35F,35,Testing,UK benchmark
ERR1438861,27,27,Testing,UK benchmark
ERR1439368,15A,15,Testing,UK benchmark
ERR1439261,23F,23,Testing,UK benchmark
ERR1440214,34,34,Testing,UK benchmark
ERR1438907,6C,6,Testing,UK benchmark
ERR1438914,4,4,Testing,UK benchmark
ERR1440262,7F,7,Testing,UK benchmark
ERR1439688,19A,19,Testing,UK benchmark
ERR1440591,23B,23,Testing,UK benchmark
ERR1439466,15A,15,Testing,UK benchmark
ERR1439604,6A,6,Testing,UK benchmark
ERR1440203,4,4,Testing,UK benchmark
ERR1440478,17F,17,Testing,UK benchmark
ERR1440585,12F,12,Testing,UK benchmark
ERR1439136,15A,15,Testing,UK benchmark
ERR1439945,15A,15,Testing,UK benchmark
ERR1438896,4,4,Testing,UK benchmark
ERR1439601,10F,10,Testing,UK benchmark
ERR1440160,8,8,Testing,UK benchmark
ERR1439327,15A,15,Testing,UK benchmark
ERR1440522,24F,24,Testing,UK benchmark
ERR1440121,28A,28,Testing,UK benchmark
ERR1440577,12F,12,Testing,UK benchmark
ERR1438978,36,36,Testing,UK benchmark
ERR1440498,23F,23,Testing,UK benchmark
ERR1439579,31,31,Testing,UK benchmark
ERR1440126,12F,12,Testing,UK benchmark
ERR1440425,6A,6,Testing,UK benchmark
ERR1439407,15B,15,Testing,UK benchmark
ERR1439412,15A,15,Testing,UK benchmark
ERR1439075,22A,22,Testing,UK benchmark
ERR1439873,22F,22,Testing,UK benchmark
ERR1440251,1,1,Testing,UK benchmark
ERR1440430,17F,17,Testing,UK benchmark
ERR1439692,6A,6,Testing,UK benchmark
ERR1439188,10A,10,Testing,UK benchmark
ERR1440285,22F,22,Testing,UK benchmark
ERR1439054,15A,15,Testing,UK benchmark
ERR1440517,11A,11,Testing,UK benchmark
ERR1439951,11A,11,Testing,UK benchmark
ERR1439637,19A,19,Testing,UK benchmark
ERR1439978,12F,12,Testing,UK benchmark
ERR1439850,1,1,Testing,UK benchmark
ERR1439721,18C,18,Testing,UK benchmark
ERR1440371,20,20,Testing,UK benchmark
ERR1439666,6B,6,Testing,UK benchmark
ERR1439341,27,27,Testing,UK benchmark
ERR1440035,12F,12,Testing,UK benchmark
ERR1438947,19A,19,Testing,UK benchmark
ERR1439755,23F,23,Testing,UK benchmark
ERR1440462,23A,23,Testing,UK benchmark
ERR1439909,8,8,Testing,UK benchmark
ERR1440555,33F,33,Testing,UK benchmark
ERR1439074,15A,15,Testing,UK benchmark
ERR1439915,8,8,Testing,UK benchmark
ERR1440101,3,3,Testing,UK benchmark
ERR1440156,15A,15,Testing,UK benchmark
ERR1439865,7F,7,Testing,UK benchmark
ERR1440216,20,20,Testing,UK benchmark
ERR1440457,24,24,Testing,UK benchmark
ERR1439781,7F,7,Testing,UK benchmark
ERR1439966,11A,11,Testing,UK benchmark
ERR1439503,19A,19,Testing,UK benchmark
ERR1438837,22F,22,Testing,UK benchmark
ERR1439157,14,14,Testing,UK benchmark
ERR1439287,7C,7,Testing,UK benchmark
ERR1439524,19F,19,Testing,UK benchmark
ERR1439612,23F,23,Testing,UK benchmark
ERR1438955,19A,19,Testing,UK benchmark
ERR1440542,9N,9,Testing,UK benchmark
ERR1440014,19A,19,Testing,UK benchmark
ERR1440065,8,8,Testing,UK benchmark
ERR1439268,15B,15,Testing,UK benchmark
ERR1439908,37,37,Testing,UK benchmark
ERR1440261,9N,9,Testing,UK benchmark
ERR1440631,27,27,Testing,UK benchmark
ERR1440218,20,20,Testing,UK benchmark
ERR1440473,35F,35,Testing,UK benchmark
ERR1439719,4,4,Testing,UK benchmark
ERR1439384,15A,15,Testing,UK benchmark
ERR1439026,19F,19,Testing,UK benchmark
ERR1439780,23B,23,Testing,UK benchmark
ERR1440348,31,31,Testing,UK benchmark
ERR1440566,19F,19,Testing,UK benchmark
ERR1439622,18A,18,Testing,UK benchmark
ERR1439843,6A,6,Testing,UK benchmark
ERR1440449,18A,18,Testing,UK benchmark
ERR1440021,8,8,Testing,UK benchmark
ERR1439813,9V,9,Testing,UK benchmark
ERR1440312,4,4,Testing,UK benchmark
ERR1439259,15C,15,Testing,UK benchmark
ERR1439018,19F,19,Testing,UK benchmark
ERR1439936,8,8,Testing,UK benchmark
ERR1438887,7F,7,Testing,UK benchmark
ERR1439950,15B/C,15,Testing,UK benchmark
ERR1440217,17F,17,Testing,UK benchmark
ERR1440278,19A,19,Testing,UK benchmark
ERR1439245,19A,19,Testing,UK benchmark
ERR1439391,4,4,Testing,UK benchmark
ERR1440455,10A,10,Testing,UK benchmark
ERR1439998,35B,35,Testing,UK benchmark
ERR1440638,18C,18,Testing,UK benchmark
ERR1440558,10A,10,Testing,UK benchmark
ERR1439496,8,8,Testing,UK benchmark
ERR1440339,21,21,Testing,UK benchmark
ERR1439350,3,3,Testing,UK benchmark
ERR1440090,23B,23,Testing,UK benchmark
ERR1439051,19F,19,Testing,UK benchmark
ERR1439254,4,4,Testing,UK benchmark
ERR1439963,6C,6,Testing,UK benchmark
ERR1440331,21,21,Testing,UK benchmark
ERR1438950,19A,19,Testing,UK benchmark
ERR1439186,6A,6,Testing,UK benchmark
ERR1439232,15A,15,Testing,UK benchmark
ERR1440324,38,38,Testing,UK benchmark
ERR1439900,8,8,Testing,UK benchmark
ERR1438814,35B,35,Testing,UK benchmark
ERR1439617,19A,19,Testing,UK benchmark
ERR1440302,22F,22,Testing,UK benchmark
ERR1440296,3,3,Testing,UK benchmark
ERR1438899,22F,22,Testing,UK benchmark
ERR1439076,19A,19,Testing,UK benchmark
ERR1440479,33F,33,Testing,UK benchmark
ERR1439683,16F,16,Testing,UK benchmark
ERR1440671,23B,23,Testing,UK benchmark
ERR1440442,38,38,Testing,UK benchmark
ERR1439463,23F,23,Testing,UK benchmark
ERR1439209,19A,19,Testing,UK benchmark
ERR1439691,23F,23,Testing,UK benchmark
ERR1439903,22F,22,Testing,UK benchmark
ERR1439748,6B,6,Testing,UK benchmark
ERR1439282,8,8,Testing,UK benchmark
ERR1439814,4,4,Testing,UK benchmark
ERR1439366,34,34,Testing,UK benchmark
ERR1439733,37,37,Testing,UK benchmark
ERR1440383,21,21,Testing,UK benchmark
ERR1439089,19A,19,Testing,UK benchmark
ERR1439397,11A,11,Testing,UK benchmark
ERR1439594,33F,33,Testing,UK benchmark
ERR1439307,35B,35,Testing,UK benchmark
ERR1439035,21,21,Testing,UK benchmark
ERR1439619,23F,23,Testing,UK benchmark
ERR1439085,34,34,Testing,UK benchmark
ERR1438994,29,29,Testing,UK benchmark
ERR1439137,24F,24,Testing,UK benchmark
ERR1439370,15B,15,Testing,UK benchmark
ERR1438973,19A,19,Testing,UK benchmark
ERR1440621,7C,7,Testing,UK benchmark
ERR1439464,23F,23,Testing,UK benchmark
ERR1440336,18A,18,Testing,UK benchmark
ERR1439598,27,27,Testing,UK benchmark
ERR1439969,16F,16,Testing,UK benchmark
ERR1439421,15A,15,Testing,UK benchmark
ERR1439355,23B,23,Testing,UK benchmark
ERR1439868,35A,35,Testing,UK benchmark
ERR1440259,22F,22,Testing,UK benchmark
ERR1440199,8,8,Testing,UK benchmark
ERR1439103,15A,15,Testing,UK benchmark
ERR1439923,33F,33,Testing,UK benchmark
ERR1440624,6A,6,Testing,UK benchmark
ERR1438794,33C,33,Testing,UK benchmark
ERR1438937,19A,19,Testing,UK benchmark
ERR1440514,16F,16,Testing,UK benchmark
ERR1439957,15A,15,Testing,UK benchmark
ERR1438882,7F,7,Testing,UK benchmark
ERR1440074,35F,35,Testing,UK benchmark
ERR1440197,21,21,Testing,UK benchmark
ERR1439193,15A,15,Testing,UK benchmark
ERR1439762,6A,6,Testing,UK benchmark
ERR1440304,7F,7,Testing,UK benchmark
ERR1440620,6A,6,Testing,UK benchmark
ERR1440359,19A,19,Testing,UK benchmark
ERR1440659,15A,15,Testing,UK benchmark
ERR1439964,19A,19,Testing,UK benchmark
ERR1439476,12F,12,Testing,UK benchmark
ERR1439131,15A,15,Testing,UK benchmark
ERR1440252,14,14,Testing,UK benchmark
ERR1440232,7A,7,Testing,UK benchmark
ERR1439025,15A,15,Testing,UK benchmark
ERR1439779,16F,16,Testing,UK benchmark
ERR1439087,6B,6,Testing,UK benchmark
ERR1440161,33F,33,Testing,UK benchmark
ERR1440630,15A,15,Testing,UK benchmark
ERR1439146,15A,15,Testing,UK benchmark
ERR1439033,19A,19,Testing,UK benchmark
ERR1440446,33F,33,Testing,UK benchmark
ERR1440223,23F,23,Testing,UK benchmark
ERR1438982,19A,19,Testing,UK benchmark
ERR1439439,15B,15,Testing,UK benchmark
ERR1439536,5,5,Testing,UK benchmark
ERR1439516,19F,19,Testing,UK benchmark
ERR1439574,14,14,Testing,UK benchmark
ERR1439491,9N,9,Testing,UK benchmark
ERR1439448,6B,6,Testing,UK benchmark
ERR1440332,6A,6,Testing,UK benchmark
ERR1438913,3,3,Testing,UK benchmark
ERR1440437,7F,7,Testing,UK benchmark
ERR1438817,9V,9,Testing,UK benchmark
ERR1439899,38,38,Testing,UK benchmark
ERR1440307,34,34,Testing,UK benchmark
ERR1439629,33F,33,Testing,UK benchmark
ERR1439097,15A,15,Testing,UK benchmark
ERR1439265,9V,9,Testing,UK benchmark
ERR1439389,6B,6,Testing,UK benchmark
ERR1440125,23F,23,Testing,UK benchmark
ERR1439340,19A,19,Testing,UK benchmark
ERR1440342,38,38,Testing,UK benchmark
ERR1439377,5,5,Testing,UK benchmark
ERR1439875,20,20,Testing,UK benchmark
ERR1439044,15A,15,Testing,UK benchmark
ERR1439658,14,14,Testing,UK benchmark
ERR1439063,15A,15,Testing,UK benchmark
ERR1439260,15A,15,Testing,UK benchmark
ERR1439450,9V,9,Testing,UK benchmark
ERR1440495,23A,23,Testing,UK benchmark
ERR1439710,9V,9,Testing,UK benchmark
ERR1439586,12B,12,Testing,UK benchmark
ERR1439263,24B,24,Testing,UK benchmark
ERR1438791,3,3,Testing,UK benchmark
ERR1440673,29,29,Testing,UK benchmark
ERR1440584,24,24,Testing,UK benchmark
ERR1439234,19A,19,Testing,UK benchmark
ERR1438881,22F,22,Testing,UK benchmark
ERR1439213,6A,6,Testing,UK benchmark
ERR1439581,15B,15,Testing,UK benchmark
ERR1440157,6C,6,Testing,UK benchmark
ERR1440541,11A,11,Testing,UK benchmark
ERR1439062,15A,15,Testing,UK benchmark
ERR1438956,19A,19,Testing,UK benchmark
ERR1440503,18A,18,Testing,UK benchmark
ERR1440083,8,8,Testing,UK benchmark
ERR1440140,16F,16,Testing,UK benchmark
ERR1440136,33F,33,Testing,UK benchmark
ERR1439487,7F,7,Testing,UK benchmark
ERR1440669,23B,23,Testing,UK benchmark
ERR1439750,35A,35,Testing,UK benchmark
ERR1440617,34,34,Testing,UK benchmark
ERR1439774,6B,6,Testing,UK benchmark
ERR1439864,16F,16,Testing,UK benchmark
ERR1439698,14,14,Testing,UK benchmark
ERR1439258,15A,15,Testing,UK benchmark
ERR1440386,9V,9,Testing,UK benchmark
ERR1439816,4,4,Testing,UK benchmark
ERR1439672,19A,19,Testing,UK benchmark
ERR1439473,22F,22,Testing,UK benchmark
ERR1440009,15A,15,Testing,UK benchmark
ERR1440184,22F,22,Testing,UK benchmark
ERR1439500,22F,22,Testing,UK benchmark
ERR1439400,15A,15,Testing,UK benchmark
ERR1440629,18C,18,Testing,UK benchmark
ERR1440461,33F,33,Testing,UK benchmark
ERR1439413,35B,35,Testing,UK benchmark
ERR1440338,34,34,Testing,UK benchmark
ERR1439547,24F,24,Testing,UK benchmark
ERR1439371,19F,19,Testing,UK benchmark
ERR1439190,15A,15,Testing,UK benchmark
ERR1439824,23F,23,Testing,UK benchmark
ERR1439458,35B,35,Testing,UK benchmark
ERR1439406,8,8,Testing,UK benchmark
ERR1439905,3,3,Testing,UK benchmark
ERR1439754,1,1,Testing,UK benchmark
ERR1438948,19A,19,Testing,UK benchmark
ERR1440097,7F,7,Testing,UK benchmark
ERR1439603,6B,6,Testing,UK benchmark
ERR1439592,24B,24,Testing,UK benchmark
ERR1439111,15B/C,15,Testing,UK benchmark
ERR1440369,10F,10,Testing,UK benchmark
ERR1439701,15B,15,Testing,UK benchmark
ERR1440319,6B,6,Testing,UK benchmark
ERR1440254,1,1,Testing,UK benchmark
ERR1440645,23B,23,Testing,UK benchmark
ERR1440056,22F,22,Testing,UK benchmark
ERR1439372,15B,15,Testing,UK benchmark
ERR1439152,15A,15,Testing,UK benchmark
ERR1440320,31,31,Testing,UK benchmark
ERR1439613,34,34,Testing,UK benchmark
ERR1440487,33F,33,Testing,UK benchmark
ERR1440012,19F,19,Testing,UK benchmark
ERR1439675,19A,19,Testing,UK benchmark
ERR1440613,27,27,Testing,UK benchmark
ERR1438831,19A,19,Testing,UK benchmark
ERR1440474,31,31,Testing,UK benchmark
ERR1439451,11A,11,Testing,UK benchmark
ERR1440607,18C,18,Testing,UK benchmark
ERR1439236,4,4,Testing,UK benchmark
ERR1440527,11A,11,Testing,UK benchmark
ERR1440269,8,8,Testing,UK benchmark
ERR1438847,8,8,Testing,UK benchmark
ERR1439321,11A,11,Testing,UK benchmark
ERR1440200,14,14,Testing,UK benchmark
ERR1440578,6B,6,Testing,UK benchmark
ERR1439344,6C,6,Testing,UK benchmark
ERR1440060,6C,6,Testing,UK benchmark
ERR1440042,33F,33,Testing,UK benchmark
ERR1440662,27,27,Testing,UK benchmark
ERR1440513,23A,23,Testing,UK benchmark
ERR1440424,10A,10,Testing,UK benchmark
ERR1439810,4,4,Testing,UK benchmark
ERR1439081,19A,19,Testing,UK benchmark
ERR1440661,15B,15,Testing,UK benchmark
ERR1440569,33F,33,Testing,UK benchmark
ERR1439725,14,14,Testing,UK benchmark
ERR1440018,15B/C,15,Testing,UK benchmark
ERR1439842,6A,6,Testing,UK benchmark
ERR1439110,18C,18,Testing,UK benchmark
ERR1440426,11A,11,Testing,UK benchmark
ERR1440079,9N,9,Testing,UK benchmark
ERR1439249,15C,15,Testing,UK benchmark
ERR1439281,15A,15,Testing,UK benchmark
ERR1438856,22F,22,Testing,UK benchmark
ERR1439182,19F,19,Testing,UK benchmark
ERR1440258,15B/C,15,Testing,UK benchmark
ERR1440257,15B/C,15,Testing,UK benchmark
ERR1440634,15C,15,Testing,UK benchmark
ERR1439906,9N,9,Testing,UK benchmark
ERR1439825,10F,10,Testing,UK benchmark
ERR1439380,35B,35,Testing,UK benchmark
ERR1439853,14,14,Testing,UK benchmark
ERR1439571,12B,12,Testing,UK benchmark
ERR1439038,18B,18,Testing,UK benchmark
ERR1439030,19A,19,Testing,UK benchmark
ERR1439921,8,8,Testing,UK benchmark
ERR1440382,23F,23,Testing,UK benchmark
ERR1439251,15B,15,Testing,UK benchmark
ERR1440561,9N,9,Testing,UK benchmark
ERR1440271,31,31,Testing,UK benchmark
ERR1439699,19A,19,Testing,UK benchmark
ERR1439194,19A,19,Testing,UK benchmark
ERR1440594,23B,23,Testing,UK benchmark
ERR1439794,12F,12,Testing,UK benchmark
ERR1440120,22F,22,Testing,UK benchmark
ERR1438961,19A,19,Testing,UK benchmark
ERR1440155,3,3,Testing,UK benchmark
ERR1439343,6B,6,Testing,UK benchmark
ERR1439080,19A,19,Testing,UK benchmark
ERR1438922,19F,19,Testing,UK benchmark
ERR1440105,9N,9,Testing,UK benchmark
ERR1439632,35B,35,Testing,UK benchmark
ERR1439337,15B,15,Testing,UK benchmark
ERR1439414,19A,19,Testing,UK benchmark
ERR1440364,9V,9,Testing,UK benchmark
ERR1439776,21,21,Testing,UK benchmark
ERR1439175,15A,15,Testing,UK benchmark
ERR1440209,9V,9,Testing,UK benchmark
ERR1440038,3,3,Testing,UK benchmark
ERR1439460,6B,6,Testing,UK benchmark
ERR1439793,1,1,Testing,UK benchmark
ERR1440374,35A,35,Testing,UK benchmark
